time,x,y,z
43786,125,-313,-827
43796,125,-317,-829
43806,117,-321,-823
43815,137,-315,-827
43825,124,-320,-826
43835,118,-306,-832
43845,129,-323,-829
43855,126,-320,-822
43865,122,-310,-824
43875,128,-318,-828
43884,133,-313,-825
43894,124,-310,-828
43904,126,-312,-828
43914,132,-314,-832
43924,125,-315,-819
43934,127,-313,-823
43944,122,-316,-824
43953,124,-304,-830
43963,132,-312,-826
43973,123,-317,-825
43983,123,-315,-827
43993,126,-312,-822
44003,123,-319,-827
44013,121,-307,-821
44022,124,-310,-824
44032,124,-316,-828
44042,121,-315,-831
44052,121,-319,-831
44062,123,-309,-831
44072,125,-319,-831
44082,121,-317,-829
44091,127,-309,-827
44101,133,-317,-825
44111,125,-309,-829
44121,134,-312,-838
44131,133,-315,-827
44141,127,-313,-825
44151,129,-315,-831
44160,124,-314,-828
44170,120,-312,-826
44180,130,-316,-818
44190,125,-315,-827
44200,129,-319,-831
44210,116,-316,-822
44219,131,-307,-831
44229,130,-312,-830
44239,134,-314,-826
44249,122,-318,-828
44259,124,-308,-830
44269,121,-313,-825
44279,133,-321,-823
44288,118,-314,-826
44298,126,-316,-830
44308,127,-311,-823
44318,122,-320,-822
44328,133,-317,-817
44338,126,-316,-832
44348,129,-313,-823
44357,127,-313,-827
44367,128,-312,-824
44377,124,-316,-818
44387,125,-307,-823
44397,126,-312,-832
44407,129,-317,-819
44416,125,-321,-815
44426,126,-314,-826
44436,124,-314,-824
44446,124,-310,-824
44456,126,-318,-828
44466,133,-313,-825
44475,128,-318,-828
44485,123,-319,-829
44495,130,-310,-824
44505,127,-313,-823
44515,124,-312,-826
44525,121,-315,-829
44534,127,-313,-829
44544,120,-316,-826
44554,128,-310,-822
44564,120,-320,-820
44574,123,-311,-827
44584,123,-309,-819
44594,124,-312,-822
44603,122,-310,-822
44613,128,-314,-822
44623,125,-315,-823
44633,121,-315,-825
44643,128,-310,-828
44653,124,-314,-822
44663,115,-317,-829
44672,122,-322,-816
44682,127,-311,-825
44692,126,-308,-822
44702,130,-312,-822
44712,125,-315,-825
44722,126,-308,-826
44732,126,-310,-826
44742,125,-311,-831
44751,126,-312,-826
44761,128,-314,-830
44771,124,-316,-822
44781,120,-310,-826
44791,133,-313,-825
44801,117,-317,-825
44811,126,-314,-818
44820,130,-314,-824
44830,121,-311,-833
44840,122,-312,-826
44850,125,-315,-823
44860,122,-314,-826
44870,112,-316,-824
44880,125,-323,-827
44889,125,-317,-813
44899,125,-309,-823
44909,131,-315,-827
44919,130,-312,-826
44929,125,-313,-819
44939,124,-318,-822
44949,129,-311,-821
44958,129,-305,-827
44968,124,-316,-826
44978,123,-315,-821
44988,122,-312,-828
44998,124,-312,-826
45008,123,-317,-827
45018,122,-310,-832
45027,124,-314,-822
45037,121,-313,-827
45047,135,-315,-833
45057,122,-314,-818
45067,128,-312,-830
45077,128,-310,-826
45086,120,-312,-824
45096,122,-306,-822
45106,126,-310,-824
45116,121,-321,-823
45126,124,-314,-828
45136,124,-316,-824
45145,135,-317,-827
45155,129,-317,-829
45165,123,-319,-823
45175,121,-323,-827
45185,130,-308,-832
45195,130,-312,-822
45205,131,-319,-825
45214,118,-310,-826
45224,126,-304,-826
45234,123,-313,-817
45244,117,-315,-829
45254,119,-311,-831
45264,126,-316,-824
45273,125,-305,-821
45283,126,-312,-826
45293,121,-323,-835
45303,126,-318,-828
45313,122,-310,-834
45323,130,-314,-824
45333,134,-316,-822
45343,127,-315,-833
45352,119,-313,-825
45362,120,-316,-826
45372,128,-312,-830
45382,132,-310,-834
45392,119,-309,-825
45402,125,-315,-829
45412,127,-315,-823
45421,134,-316,-830
45431,123,-311,-831
45441,134,-318,-830
45451,122,-324,-826
45461,132,-310,-836
45471,123,-319,-821
45481,119,-315,-825
45490,128,-312,-822
45500,125,-319,-823
45510,130,-314,-820
45520,125,-313,-827
45530,119,-321,-827
45540,117,-313,-825
45550,122,-320,-826
45559,124,-316,-826
45569,129,-317,-823
45579,126,-314,-822
45589,128,-314,-822
45599,123,-311,-827
45609,121,-313,-827
45619,129,-317,-825
45628,122,-328,-822
45638,125,-319,-827
45648,127,-315,-829
45658,131,-315,-829
45668,123,-311,-817
45678,126,-310,-828
45688,126,-324,-824
45697,132,-310,-826
45707,127,-309,-825
45717,120,-316,-824
45727,126,-316,-820
45737,126,-308,-816
45747,123,-317,-833
45757,121,-317,-825
45766,124,-318,-824
45776,129,-317,-831
45786,125,-319,-827
45796,134,-310,-830
45806,127,-309,-821
45816,123,-317,-825
45825,126,-314,-834
45835,133,-313,-825
45845,119,-317,-821
45855,127,-315,-825
45865,129,-311,-831
45875,129,-311,-827
45884,124,-312,-826
45894,119,-321,-823
45904,126,-320,-822
45914,125,-315,-827
45924,127,-319,-825
45934,124,-314,-826
45944,123,-317,-835
45953,123,-311,-825
45963,125,-309,-821
45973,135,-311,-829
45983,125,-307,-823
45993,127,-319,-821
46003,127,-317,-829
46012,126,-316,-828
46022,132,-318,-822
46032,130,-312,-824
46042,124,-310,-822
46052,121,-315,-829
46062,122,-312,-822
46072,126,-318,-824
46081,124,-314,-826
46091,127,-319,-827
46101,121,-313,-827
46111,121,-307,-831
46121,122,-318,-828
46131,129,-315,-821
46141,126,-320,-812
46151,121,-319,-831
46160,116,-318,-830
46170,121,-317,-825
46180,127,-311,-829
46190,122,-312,-832
46200,123,-317,-827
46210,120,-314,-826
46219,117,-311,-829
46229,119,-311,-827
46239,124,-318,-830
46249,124,-318,-824
46259,121,-315,-825
46269,131,-315,-831
46279,119,-311,-823
46289,127,-321,-829
46298,125,-311,-835
46308,127,-321,-831
46318,118,-312,-822
46328,124,-304,-822
46338,124,-314,-822
46348,129,-311,-833
46358,130,-314,-822
46367,120,-314,-824
46377,126,-316,-830
46387,129,-319,-829
46397,119,-317,-825
46407,131,-315,-827
46417,125,-319,-825
46427,126,-310,-828
46436,121,-307,-829
46446,127,-311,-825
46456,126,-312,-826
46466,125,-319,-825
46476,123,-313,-829
46486,129,-313,-831
46496,115,-315,-821
46505,122,-314,-828
46515,129,-319,-831
46525,119,-315,-831
46535,127,-315,-827
46545,126,-312,-828
46555,124,-312,-834
46564,117,-313,-825
46574,127,-319,-825
46584,126,-316,-830
46594,123,-321,-827
46604,122,-318,-830
46614,124,-312,-822
46624,125,-319,-825
46633,124,-318,-822
46643,126,-316,-820
46653,126,-322,-824
46663,132,-312,-826
46673,125,-319,-821
46683,123,-321,-827
46693,119,-315,-823
46702,122,-318,-826
46712,120,-316,-824
46722,125,-313,-829
46732,121,-311,-827
46742,125,-315,-821
46752,122,-322,-826
46761,130,-306,-822
46771,125,-319,-821
46781,126,-316,-824
46791,127,-313,-831
46801,121,-313,-819
46811,127,-313,-827
46820,117,-315,-815
46830,118,-316,-830
46840,118,-310,-820
46850,127,-313,-819
46860,127,-315,-827
46870,122,-314,-828
46880,124,-318,-828
46889,127,-311,-831
46899,128,-318,-828
46909,125,-315,-831
46919,123,-309,-819
46929,124,-314,-822
46939,131,-311,-831
46949,125,-311,-821
46958,127,-309,-827
46968,126,-314,-822
46978,124,-312,-826
46988,119,-319,-825
46998,119,-313,-825
47008,121,-319,-829
47018,123,-321,-833
47027,125,-311,-829
47037,120,-308,-824
47047,123,-315,-827
47057,123,-307,-823
47067,119,-313,-825
47077,124,-314,-826
47087,127,-315,-829
47096,120,-314,-822
47106,123,-317,-825
47116,132,-312,-818
47126,125,-317,-825
47136,121,-311,-821
47146,125,-313,-829
47156,124,-316,-822
47165,131,-317,-827
47175,137,-307,-837
47185,122,-318,-826
47195,128,-316,-822
47205,122,-314,-824
47215,116,-316,-830
47225,126,-316,-824
47235,129,-311,-829
47244,120,-316,-820
47254,129,-315,-823
47264,125,-309,-821
47274,117,-317,-831
47284,131,-315,-831
47294,128,-314,-826
47304,123,-317,-831
47313,125,-317,-825
47323,128,-320,-834
47333,128,-308,-830
47343,125,-313,-829
47353,128,-322,-828
47363,123,-321,-819
47373,128,-316,-826
47382,120,-316,-834
47392,122,-314,-822
47402,124,-314,-822
47412,127,-311,-829
47422,125,-313,-825
47432,116,-310,-816
47442,127,-315,-821
47452,132,-318,-830
47461,124,-322,-824
47471,117,-309,-829
47481,121,-317,-823
47491,120,-320,-820
47501,127,-319,-829
47511,130,-314,-824
47520,124,-316,-824
47530,121,-311,-827
47540,129,-319,-821
47550,132,-316,-832
47560,119,-315,-831
47570,130,-310,-824
47580,126,-316,-822
47589,131,-317,-823
47599,126,-310,-830
47609,122,-318,-828
47619,133,-321,-819
47629,124,-316,-822
47639,126,-316,-824
47648,125,-311,-831
47658,117,-313,-825
47668,131,-317,-827
47678,131,-317,-825
47688,122,-318,-826
47698,129,-311,-823
47707,134,-320,-824
47717,120,-310,-826
47727,126,-312,-832
47737,121,-317,-819
47747,129,-313,-831
47757,128,-310,-828
47767,125,-311,-825
47776,129,-303,-823
47786,121,-315,-823
47796,119,-323,-825
47806,120,-308,-828
47816,124,-316,-828
47826,120,-318,-822
47836,127,-319,-827
47846,127,-313,-825
47855,127,-321,-827
47865,127,-313,-823
47875,135,-317,-827
47885,124,-316,-820
47895,117,-309,-823
47905,124,-310,-828
47915,125,-313,-825
47924,127,-315,-835
47934,131,-313,-821
47944,128,-308,-834
47954,122,-318,-830
47964,121,-311,-821
47974,122,-318,-832
47984,130,-310,-832
47994,124,-314,-830
48003,124,-314,-828
48013,121,-313,-825
48023,116,-312,-832
48033,118,-312,-824
48043,132,-310,-826
48053,122,-312,-828
48062,118,-314,-816
48072,122,-318,-824
48082,125,-319,-825
48092,118,-312,-828
48102,128,-314,-826
48112,121,-311,-831
48121,127,-321,-823
48131,123,-317,-821
48141,123,-319,-831
48151,127,-311,-825
48161,124,-314,-826
48171,119,-319,-827
48181,121,-315,-831
48190,117,-313,-823
48200,121,-309,-819
48210,119,-317,-823
48220,115,-313,-831
48230,126,-318,-826
48240,126,-318,-826
48249,119,-309,-835
48259,125,-311,-819
48269,125,-315,-825
48279,122,-318,-826
48289,130,-312,-834
48299,117,-313,-819
48308,121,-319,-821
48318,122,-310,-828
48328,120,-316,-826
48338,117,-309,-829
48348,129,-309,-829
48358,128,-318,-826
48368,125,-315,-827
48378,128,-316,-820
48387,133,-317,-829
48397,124,-308,-834
48407,123,-323,-825
48417,122,-312,-822
48427,123,-307,-821
48437,126,-314,-822
48447,125,-325,-827
48456,124,-318,-824
48466,120,-312,-820
48476,126,-312,-828
48486,122,-318,-830
48496,126,-316,-826
48506,122,-308,-828
48516,118,-314,-826
48525,117,-319,-829
48535,126,-314,-822
48545,126,-318,-822
48555,125,-311,-823
48565,129,-309,-823
48575,128,-314,-832
48585,127,-307,-823
48595,124,-318,-828
48604,116,-318,-814
48614,119,-307,-825
48624,118,-320,-832
48634,122,-316,-824
48644,121,-315,-819
48654,127,-319,-823
48664,120,-316,-828
48673,119,-313,-823
48683,125,-311,-821
48693,130,-316,-826
48703,124,-326,-820
48713,137,-313,-825
48723,121,-321,-831
48732,131,-313,-827
48742,133,-319,-825
48752,127,-321,-831
48762,125,-313,-827
48772,129,-315,-827
48782,129,-317,-829
48791,125,-313,-825
48801,123,-323,-829
48811,117,-313,-825
48821,122,-314,-816
48831,131,-313,-823
48841,122,-316,-824
48850,123,-317,-831
48860,120,-314,-828
48870,129,-315,-825
48880,124,-318,-824
48890,114,-318,-828
48900,125,-321,-825
48910,126,-316,-820
48919,128,-312,-822
48929,128,-312,-828
48939,126,-314,-824
48949,129,-311,-827
48959,127,-309,-821
48969,125,-309,-823
48979,132,-320,-828
48988,119,-311,-829
48998,128,-316,-836
49008,130,-318,-824
49018,127,-317,-823
49028,122,-312,-816
49038,120,-312,-816
49048,128,-320,-830
49058,121,-323,-821
49067,128,-312,-822
49077,128,-312,-818
49087,121,-313,-823
49097,128,-328,-832
49107,124,-310,-826
49117,132,-304,-832
49127,123,-317,-823
49136,128,-318,-826
49146,117,-313,-815
49156,122,-314,-822
49166,122,-310,-828
49176,129,-317,-829
49186,131,-313,-823
49196,127,-315,-829
49205,129,-317,-829
49215,125,-319,-821
49225,122,-308,-822
49235,118,-314,-830
49245,131,-313,-831
49255,126,-326,-822
49265,127,-315,-831
49275,126,-312,-832
49284,127,-319,-821
49294,131,-313,-823
49304,126,-314,-826
49314,116,-308,-818
49324,122,-314,-828
49334,123,-319,-823
49344,131,-315,-823
49353,121,-313,-827
49363,124,-314,-824
49373,127,-313,-817
49383,122,-318,-828
49393,118,-316,-826
49403,125,-315,-819
49413,130,-314,-828
49422,121,-315,-817
49432,124,-314,-828
49442,130,-316,-828
49452,125,-317,-825
49462,130,-312,-832
49472,123,-313,-829
49481,127,-317,-823
49491,128,-306,-824
49501,132,-316,-820
49511,120,-316,-822
49521,127,-315,-819
49531,128,-320,-820
49541,122,-316,-822
49550,127,-315,-821
49560,123,-317,-833
49570,121,-315,-835
49580,128,-314,-828
49590,123,-313,-827
49600,126,-322,-814
49610,126,-312,-818
49619,129,-313,-823
49629,123,-311,-817
49639,115,-321,-821
49649,122,-308,-826
49659,121,-315,-821
49669,126,-316,-826
49678,118,-312,-822
49688,117,-313,-825
49698,125,-313,-831
49708,130,-314,-820
49718,126,-318,-828
49728,130,-318,-828
49738,124,-312,-822
49747,127,-311,-833
49757,122,-310,-828
49767,126,-310,-830
49777,127,-311,-829
49787,124,-316,-830
49797,122,-318,-822
49806,121,-321,-827
49816,130,-316,-834
49826,122,-308,-832
49836,126,-310,-824
49846,128,-316,-822
49856,118,-310,-830
49866,130,-314,-826
49875,125,-317,-823
49885,124,-320,-820
49895,127,-317,-825
49905,125,-313,-813
49915,128,-316,-828
49925,131,-319,-833
49935,125,-311,-821
49944,121,-311,-825
49954,123,-311,-825
49964,131,-313,-827
49974,134,-304,-822
49984,125,-315,-823
49994,121,-315,-817
50004,123,-323,-821
50013,138,-312,-830
50023,125,-311,-819
50033,125,-319,-831
50043,129,-313,-825
50053,129,-317,-823
50063,122,-312,-824
50073,117,-321,-823
50082,127,-317,-823
50092,122,-318,-828
50102,125,-315,-833
50112,125,-315,-827
50122,125,-311,-827
50132,119,-311,-821
50142,122,-320,-822
50151,130,-312,-832
50161,119,-325,-829
50171,124,-312,-820
50181,130,-312,-826
50191,125,-315,-831
50201,124,-310,-820
50211,126,-318,-820
50221,130,-322,-822
50230,125,-315,-831
50240,132,-316,-828
50250,126,-310,-826
50260,126,-322,-830
50270,126,-318,-816
50280,133,-309,-829
50290,124,-310,-830
50299,129,-311,-831
50309,127,-313,-821
50319,125,-313,-823
50329,128,-314,-818
50339,124,-314,-830
50349,131,-311,-821
50359,123,-321,-823
50368,127,-311,-823
50378,128,-318,-822
50388,128,-312,-820
50398,122,-316,-822
50408,123,-317,-823
50418,128,-314,-822
50428,124,-308,-826
50437,125,-313,-819
50447,123,-319,-825
50457,127,-307,-837
50467,126,-318,-824
50477,125,-311,-833
50487,124,-316,-824
50497,126,-314,-830
50506,125,-319,-827
50516,128,-310,-822
50526,129,-317,-831
50536,121,-317,-821
50546,126,-310,-822
50556,124,-314,-830
50565,123,-313,-829
50575,128,-318,-828
50585,125,-315,-821
50595,134,-314,-832
50605,130,-310,-828
50615,126,-318,-824
50625,125,-317,-829
50634,114,-320,-820
50644,134,-306,-824
50654,124,-318,-824
50664,130,-320,-820
50674,119,-309,-821
50684,123,-317,-825
50693,129,-317,-819
50703,126,-312,-822
50713,132,-316,-830
50723,128,-316,-818
50733,130,-310,-828
50743,128,-316,-824
50753,124,-314,-824
50762,127,-319,-825
50772,128,-312,-828
50782,119,-309,-821
50792,126,-318,-828
50802,122,-314,-832
50812,119,-317,-821
50821,124,-314,-822
50831,121,-317,-833
50841,120,-316,-826
50851,128,-318,-820
50861,132,-312,-820
50871,128,-312,-820
50881,127,-315,-831
50890,132,-316,-824
50900,122,-324,-828
50910,116,-312,-826
50920,127,-317,-827
50930,121,-329,-821
50940,130,-312,-830
50950,123,-315,-823
50959,122,-314,-820
50969,123,-323,-823
50979,129,-307,-827
50989,120,-316,-830
50999,132,-312,-824
51009,130,-318,-828
51019,120,-310,-822
51028,132,-320,-828
51038,129,-315,-825
51048,126,-322,-830
51058,122,-312,-824
51068,123,-315,-833
51078,122,-308,-830
51088,124,-316,-826
51098,125,-311,-829
51107,125,-315,-823
51117,125,-315,-835
51127,125,-315,-825
51137,126,-312,-830
51147,124,-318,-828
51157,120,-318,-826
51167,121,-313,-827
51176,122,-314,-828
51186,124,-314,-824
51196,130,-312,-822
51206,112,-304,-822
51216,123,-317,-825
51226,128,-314,-824
51236,129,-317,-825
51245,132,-318,-824
51255,122,-312,-822
51265,136,-310,-832
51275,118,-314,-822
51285,126,-318,-832
51295,130,-306,-822
51305,124,-314,-818
51314,124,-320,-820
51324,124,-314,-824
51334,124,-326,-824
51344,130,-316,-828
51354,134,-318,-818
51364,130,-314,-822
51374,118,-320,-822
51383,125,-315,-823
51393,127,-323,-827
51403,125,-309,-823
51413,124,-314,-818
51423,124,-320,-824
51433,126,-316,-826
51443,120,-316,-826
51452,124,-308,-830
51462,132,-314,-818
51472,124,-320,-818
51482,124,-312,-830
51492,125,-313,-831
51502,119,-311,-825
51512,122,-314,-828
51521,138,-312,-834
51531,126,-312,-830
51541,119,-323,-825
51551,127,-315,-829
51561,121,-317,-821
51571,127,-317,-827
51580,132,-312,-830
51590,121,-315,-827
51600,127,-311,-825
51610,116,-314,-826
51620,120,-314,-836
51630,122,-316,-820
51640,124,-320,-828
51649,124,-314,-818
51659,129,-317,-829
51669,127,-311,-825
51679,122,-316,-824
51689,118,-316,-830
51699,126,-324,-830
51708,127,-321,-829
51718,126,-316,-828
51728,127,-317,-825
51738,121,-311,-827
51748,130,-308,-826
51758,128,-306,-822
51768,123,-317,-829
51777,122,-318,-824
51787,123,-313,-825
51797,121,-313,-817
51807,125,-311,-829
51817,126,-312,-822
51827,122,-312,-824
51836,127,-317,-823
51846,121,-321,-819
51856,127,-309,-823
51866,121,-315,-823
51876,126,-322,-824
51886,127,-315,-823
